partition,book_name
"settling the complex problem of prohibition versus the temperance movement. The situation of alcoholism repeats itself in still more ruinous forms with morphinism and cocainism, vices which grow in this country to an alarming degree. The psychotherapeutic treatment of such drug habits demands much patience and much skillful adjustment to the psychological conditions. Its general difference from the treatment of alcoholism is given by the circumstance that any too rapid withdrawing of the drug is certainly dangerous, if the organism is adjusted to a relatively strong dose. On the other hand, I may say that I have not seen a single case in which a really patient and insistent treatment of morphinism has not been successful, even if the destructive dose of forty grains a day had become habitual. The condition is only that the patient himself have the best will, a will which yet is not strong enough to win the fight without psychotherapeutic help. But no one ought to expect that the psychotherapist can secure miracles like some of the pill cures which treat the drug fiend in three days. Moreover neither physician nor patient ought to believe that the worst is to come at the beginning. On the contrary, it is the end which is hardest, the reduction of the small dose to nothing. As illustration, I give an extreme case. A man who was formerly station master on a railroad had been operated on in a hospital after an accident, and as some pain in the",Psychotherapy
"the fundamental instincts, comparable with the instinct for food or for sexual satisfaction. Every one of such instincts has a circular character. Mental processes, subcortical processes, and physical effects are involved in such a way that each reënforces the others. The physical effect of the sleep instinct, comparable with the pepsin secretion in the food instinct, or with the hyperæmia of the sexual organs in the sexual instinct, is a change in the cortex by which the sensory and motor brain centers are put out of action. What kind of a change that is, is quite indifferent. It may be a chemical one but more probably it is a circulatory one. Let us say it is a contraction of blood-vessels which by the resulting anæmia makes the sensory centers unfit for perception and the motor centers unfit for action. In this way the brain becomes protected by sleep against the demands of the surroundings. The mental reactions are eliminated and the central nervous substance has an opportunity to build itself up. This protective physical activity is now evidently itself controlled by a subcortical center, just as secretion and sexual hyperæmia are controlled. This center probably lies in the medulla oblongata. Some theorists, to be sure, are inclined to think that the fatigued brain cells enter directly through their exhaustion into the protective sleep state. But that simplifies the situation too much. It is quite true, as these theorists claim, that monotonous stimulation of the senses produces sleep. But it is",Psychotherapy
"would justify the demand that every physician in his student days pass with open eyes through the field of psychology. Quite near stand chorea and the epidemic impulses to imitative movements. And we might bring into this neighborhood also the disturbance in the equilibrium of the speech movements through all degrees of stammering and severe impairment. Up to a certain degree, though not often completely, they too yield easily to psychotherapeutic influence. We enter now that region of constitutional disturbances in which psychotherapy is of small help. It leads from epilepsy to the periodic diseases, especially the maniacal depressive insanity, the paranoia which develops late, and finally to states of idiocy which cover the whole life. We are far from claiming that psychical influences are entirely powerless, the more as we insisted that psychotherapy goes much beyond mere suggestions and appeals. No psychiatrist will work without psychological tools when he deals with the exultations of the maniac and the depressions of the melancholic, with the hallucinations of persecution or the erotic insanities of the paranoiac. Still more the whole register of psychology has to be used, when we are to educate the idiot and the imbecile. But the disappearance of the disease or of the chief symptoms through the mental agencies is in all these cases out of the question. Only in incipient cases, especially of melancholia and mania, the psychotherapeutic work seems not entirely hopeless; and for epilepsy some distinct successes cannot be denied. We have reviewed the whole",Psychotherapy
"concrete mental experiences and, if we scrutinize carefully, we soon discover that such theories are only lingering reminiscences of the purposive view of life, and do not fit at all into the causal one. If we take the purposive attitude, then every idea and every will contains indeed all that its meaning involves and everything which we can logically develop out of it is by intention contained in it. All mathematical calculations are then contained in the thought of figures and forms, but they are contained there only by intention, they are logically inclosed; psychologically the consciousness of the figures and forms does not contain any disposition for the development of mathematical systems. We indeed have no right to throw into a psychological subconsciousness all that which is not present but involved by intention in the ideas and volitions of our purposive life. If thus the memory idea is linked with the past experience entirely by the lasting physiological change in the brain, we have no reason to alter the principle, when we meet the memory processes of the hypnotized person or the hysteric. It is true their memory may bring to light earlier experiences which are entirely forgotten by the conscious personality, but that ought to mean, of course, only that nerve paths have become accessible in which the propagation of the excitement was blocked up before. That does not bring us nearer to the demand for a subconscious mental memory. The threshold of excitability changes under most various",Psychotherapy
"was found that only those situations become injurious and become starting points for hysterical symptoms which touch on repressed and artificially inhibited ideas of the sexual sphere. Entirely new perspectives have been opened by these studies. Above all, now for the first time there is in sight a psychotherapy which not only aims to remove symptoms but which really uproots the disease itself. That earlier method of bringing the trauma to consciousness and making it discharge, the so-called cathartic method, removes only the particular group of disturbances but the patient remains a hysteric, and if ever new accidents should happen which would touch again those inmost repressed ideas, new hysterical symptoms would develop. But if we can go back to that starting point, if we can discover those first suppressions of desired gratifications which often most indirectly are related to the sexual sphere, and if we can liberate the mind from those primary strangulated affections, then the patient is really cured. Freud himself practically abstained from the help which hypnotism can give for the reawakening of forgotten experiences, while some of his pupils still prefer this short way to the forgotten memories. His way is, on the whole, to let the imagination bring up any chance material of associated ideas and then to study their connections and follow the hints they give. He calls it the psychoanalytic method. Others prefer the methods of association tests, again others tap the lower layers by automatic writing, but the chief problem remains always",Psychotherapy
"system. From a scientific point of view, its dangerousness is of course much greater inasmuch as it extends its methods over every organic disease and thus applies merely psychical treatment where from a standpoint of scientific medicine, physical treatment would be absolutely necessary. Moreover its philosophy is after all only a pseudophilosophy; its tempting equations of disease and error and sin and unreality are ultimately a mere playing with conceptions. If we were to point to the root of the misunderstanding in Christian Science, we should say that everything depends on the philosophical commonplace that the objects with which we deal in our life are ideas and that our whole experience is mind. ""Christian Science reveals incontrovertibly that Mind is All-in-All, that the only realities are the divine mind and idea."" But now silently this mental character of the real world is identified with the mental experience which stands in contrast to the physical experience. There results the impression that physical experience therefore, does not belong to the world of reality. It is evident, however, that mental in contrast to physical means something entirely different from mental in the philosophical sense. In the latter meaning of the word, we all agree that the world is mental; the word mental indicates there that the world has reality not in itself but only as experience of subjects. In the second sense, mental or psychical means that it is experience for one particular subject only and not for every possible subject. The physical",Psychotherapy
"that it was an exaggeration to blame the external conditions of our life, the technical manifoldness of our surroundings as the source of the widespread nervousness. The mere complexity of the life, the rapidity of the demands, the amount of intellectual effort is in itself not dangerous and our time is not more pernicious than the past has been; but it is perhaps no exaggeration to say that our time is by many of its features more than the past tending towards an unsound inner attitude of man. Much of the present civilization leads the average man and woman to a superficiality and inner hastiness which undermines sound mental life much more than the external factors. We look with a condescending smile at the old-fashioned periods in which the demands of authority and discipline controlled the education of the child and after all the education of the adult to his last days. We have substituted for it the demand of freedom with all its blessings, but instead of the blessings we too often get all its vices. A go-as-you-please method characterizes our whole society from the kindergarten to the height of life. We eulogize the principle of following the paths of own true interest and mean by that too often paths of least resistance. Study becomes play, the child learns a hundred things but does not learn the most important one, to do his duty and to do it accurately and with submission to a general purpose. The power of",Psychotherapy
found in: https://www.gutenberg.org/2/2/7/7/22775/ Produced by Audrey Longhurst and the Online Distributed Proofreading Team at https://www.pgdp.net Updated editions will replace the previous one--the old editions will be renamed. Creating the works from public domain print editions means that no one own,Psychotherapy
"and write a letter, then go to bed again and not know anything of the event when he awakes in the morning. We have no reason to claim that he had no knowledge of the letter in his consciousness when he wrote it. It is exactly the same consciousness from a psychological standpoint as the one with which he wakes up. Only that special content has in an abnormal way entirely disappeared, has not left a possibility of awakening a memory image, and the action of the personality in writing has thus become separated and cut off from the connected experiences of the man. But while the nocturnal episode may be entirely forgotten, it was not less in consciousness for the time being, than if a normal man should leave his bed hastily to write a letter. Moreover under abnormal conditions, as for instance in severe hysteric cases, those dissociated contents may form large clusters of mental experiences in the midst of which a new idea of the own personality may develop. Considering that through such disconnection many channels of discharge are blocked, while others are abnormally opened, it seems only natural that the idea of the own acting personality becomes greatly changed. Thus we have in such an episode a new second personality which may be strikingly different in its behavior and in its power, in its memories and in its desires, from the continuous normal one, and this secondary personality may now develop its own continuity and may",Psychotherapy
"and hypnotism or a persuasion of the conscious, in which it works as a moral appeal. Suggestion and hypnotism certainly must play a large part in psychotherapy and that part does not become smaller by the fact that we reject the subconscious interpretation of them and consider them entirely as psychophysical processes. And in the same way undoubtedly we have to acknowledge the psychophysiological effect of persuasion and of the appeals to the conscious intellect and will. But for us as psychotherapists all those factors have no moral value but only a therapeutic one, and thus stand in line with any other influence that may help, even though from a purposive point of view it stands on a much lower level. A mere mental distraction by enjoyment and play and sport, an æsthetic influence through art, a mere stimulus to automatic imitation, an enforced mental rest, an involuntary discharge of suppressed ideas, and many similar schemes and even tricks of the mental physician belong with the same right to psychotherapy. It is really doubtful whether the moral and religious appeals are always helpful and not sometimes or often even dangerous for the health of the individual; and it is not doubtful that morally and religiously indifferent mental influences are often of the highest curative value. The more we abstract from everything which suggests either the mysticism of the subconscious or the moral issues of a mind which is independent of the body, the more we shall be able to answer",Psychotherapy
"there is thus probability that it will come again, when similar causes are given. No, the physicist wants to understand those connections of cause and effect as necessary ones. He tries to find sequences which cannot be otherwise because they cannot be thought in any other way. Therefore he is not satisfied with complex regularities, but analyzes them until he can bring them down to simple physical connections, and these physical connections finally to mechanical processes, which realize for us logical necessities. That matter lasts and cannot disappear is such a presupposition, which comes to us with the necessity of logical thinking. We simply cannot think it otherwise. And the whole idea of natural science is to conceive the physical universe in such a way that all changes in the outer world can be understood as the movements of its parts in accordance with such necessary physical axioms. If we knew all the atoms of the present status of the universe, and we knew every present movement of every atom, we should be able to foresee the position of every atom in the next moment and in the following moment and in all following moments, and all that by the necessary continuation of the substance and its energies. That alone is the background of all special physical inquiry, and we rely on the special laws of physics and chemistry, because we trust that this universe, as a whole, could be ultimately understood as such a system of necessary changes in",Psychotherapy
"the resistance of the psychophysical system. From a purposive point of view there cannot be faith enough, from a causal point of view there can easily be too much of the faith emotion. Religious fervor has at all times helped to create hysteria and to develop psychasthenias. It cannot be otherwise. A group of ideas which has such tremendous power over man must easily be able to produce inhibitions and exertions which become dangerous to a nervous system the constitution of which is pathological. To leave such a dangerous and powerful remedy entirely in the hands of men who by their profession must aim towards a maximum dose of religious influence can certainly not be in the interests of the patients or of the community. Even the whole technique of this movement awakens the fear of possible harmful consequences. On the one hand we have the movement itself as a popular suggestion for the suggestible masses. The patient who seeks the help of a scientific neurologist hardly becomes a center of psychical contagion, but the church services for the sick offer favorable conditions for an epidemic development of hysterical symptoms. But more important are the influences on the individual patient. The whole purpose of the treatment demands the highest possible degree of suggestibility brought about by the ministerial persuasion. But it is evident that this degree of suggestibility means at the same time the most fertile soil for every chance suggestion and for influences which are perhaps entirely unintended. The",Psychotherapy
"then to one and then to pure mineral water. I concentrated my effort on stirring up the antagonistic attitude, the dislike of the smell of brandy and the aversion to its taste. The effect was excellent. After the fifth time the mental torture which he had felt in the first afternoons had completely disappeared. I considered further hypnotizing superfluous and felt sure after the sixth time that the man was cured. For about a year he remained abstinent, but in the meantime his professional life brought severe disappointments, and with cool consideration he decided that he might have at least some pleasure from life and forget its miseries. Accordingly after a year he determined again to take some brandy in his study, and of course, that led rapidly to an increase of the dose and today he is probably at the old point. And yet it may be said with correctness that psychotherapy had done its duty. If at the right moment before he took the first step again, even the slightest counter-suggestion had been applied, the disastrous second development could have been easily avoided. My experience indicates the best results where the suggestions are from the start directed as much against the unfavorable social conditions, with their temptations and impulses to imitation, as against the alcoholic beverages themselves. On the whole it is easier to break the vicious drinking habits of the social drinker than those of the lonely drinker, a point which ought to be well considered in",Psychotherapy
"easily after a few cups of strong coffee, but the laboratory may measure that with its exact methods and study in thousandth parts of a second, the quickening or retarding in the flow of ideas. Every subjective illusion is then excluded, our electrical clocks, which measure the rapidity of mental action and of thought association, will show then beyond doubt how every change in the organism influences the processes of the mind. Bodily fatigue and indigestion, physical health and blood circulation, everything, influence our mental make-up. In the same way it is the laboratory experiment which shows by the subtlest means that every mental state produces bodily effects where we ordinarily ignore them. As soon as we apply the equipment of the psychological workshop, it is easy to show that even the slightest feeling may have its influence on the pulse and the respiration, on the blood circulation and on the glands; or, that our thoughts give impulse to our muscles and move our organs when we ourselves are entirely unaware of it. Again we may turn in another direction. Pathology shows us how every physical disablement of the brain is accompanied by mental processes. If the blood supply to the brain is cut off, we faint; a blow on the head may wipe out the memory of the preceding hours, and a hemorrhage in the brain, the bursting of a blood vessel which destroys groups of brain cells, produces serious defects in the mental content. A tumor in the",Psychotherapy
"soon. For popular treatment I divide applied psychology into such various, separated books because they naturally address very different audiences. That which interests the lawyer does not concern the physician, and again the school-teacher has his own sphere of interests. Moreover the different subjects demand a different treatment. The problems of psychology and law were almost entirely neglected. I was anxious to draw wide attention to this promising field and therefore I chose the form of loose popular essays without any aim towards systematic presentation of the subject. As to psychology and medicine almost the opposite situation prevails. There is perhaps too much talk afloat about psychotherapy, the widest circles cultivate the discussion, the magazines overflow with it. The duty of the scientific psychologist is accordingly not to stir up interest in this topic but to help in bringing this interest from mere gossip, vague mysticism, and medical amateurishness to a clear understanding of principles. What is needed in this time of faith cures of a hundred types is to deal with the whole circle of problems in a serious, systematic way and to emphasize the aspect of scientific psychological theory. Hence the whole first part of this book is an abstract discussion and its first chapters have not even any direct relation to disease. I am convinced that both physicians and ministers and all who are in practical contact with these important questions ought to be brought to such painstaking and perhaps fatiguing inquiry into principles before the facts",Psychotherapy
"on; we must understand exactly how the psychological analysis and explanation of the scientist differ from the popular point of view. After studying in this spirit the foundation of psychotherapy, we shall carefully examine the practical work, its methods and its results, its possibilities and its limitations. We shall inquire finally into the place which it has to take, looking back upon its history, criticising the present status and outlining the development which has to set in for the future, if a haphazard zigzag movement is not to destroy this great agency for human welfare by transforming it into a source of superstition and bodily danger. PART I THE PSYCHOLOGICAL BASIS OF PSYCHOTHERAPY II THE AIM OF PSYCHOLOGY The only safe basis of psychotherapy is a thorough psychological knowledge of the human personality. Yet such a claim has no value until it is entirely clear what is meant by psychological knowledge. We can know man in many ways. Not every study of man's inner life is psychology and the careless mixing of different ways of dealing with man's inner life is largely responsible for the vagueness which characterizes the popular literature of psychotherapy. It is not enough to say that a statement is true or not true. It may be true under one aspect and entirely meaningless under another. For instance, a minister's discussion of man's energies may be full of deep truth and may be inspiring; and yet it may not contain the slightest contribution to a really psychological",Psychotherapy
"with the fixed ideas of a paranoiac, the hysteric inability to walk must not be confused with an injury of the motor nerves; in short, each symptom has to be treated as part of a complete situation. The efforts of the psychotherapist will move over as large a part of the disease as possible and cover, perhaps, the causes of the disturbance as far as they are of psychical origin. Yet it would remain dilettanteism if we were to accept the popular view that the mere psychotherapeutic aid is a sufficient treatment of the whole disease. The physician has to be much more than a psychotherapist. Our discussion only seeks to point out that whatever else he may be, he must be also a psychotherapist. The more conservative method which befits us may be, therefore, the method of dealing with symptoms only and abstracting from the more ambitious plan of discussing the diseases entire. We simply separate the mental symptoms and the bodily symptoms which the psychotherapist is to remove. And just in order to classify somehow the manifold mental symptoms, we might separate those in the sphere of ideas, those in the sphere of emotions, and those in the sphere of volitions. Of course, nothing is further from such a plan than the old-fashioned belief that intellect, feeling, and will represent three independent faculties of the soul. Modern psychology has not only substituted the millionfold phenomena for the schematic faculties, but emphasizes above all the interconnectedness of the mental",Psychotherapy
"system and through it on the whole organism and its metabolism. Seen from a causal point of view, however, there is no miracle in it at all. On the contrary, it is a natural psychophysical process which demands careful supervision not to become dangerous. It is not the value of the religion which determines the improvement, and it is not God who makes the cure; or to speak less irreligiously, the physician ought to say that if it is God who cures through the prayer, it is not less God who cures in other cases through bromide and morphine, and on the other side just as God often refuses to cure through the prescribed drugs of the drug store, God not less often refuses to cure through prayer and church influence. But the real standpoint of the physician will be to consider both the drugs and the religious ideas merely as causal agencies and to try to understand the conditions of their efficiency and the limits which are set for them. From such a point of view, he will certainly acknowledge that submission to a greater power is a splendid effect of inhibition and at the same time a powerful effect for the stimulation of unused energies; but he will recognize also that the use of those silent energies is not without dangers. Certainly nature has supplied us with a reservoir of normally unused psychophysical strength, to which we may resort just as the tissues of our body may nourish",Psychotherapy
"wholly to an abnormal mental condition, which consists of an unreasoning fear that takes possession of the individual when he attempts to utter certain sounds. It is simply a lack of confidence inspired by numberless failures to articulate properly and is not caused by any organic trouble, because, taking my own case for example, I can at times talk as fluently and easily as anyone. I am firmly convinced that stammering can be cured by hypnotic suggestion. If you could get me in the hypnotic state and suggest to me repeatedly that from thenceforth I would have easy fluent speech, I feel absolutely certain that such would be the case."" Or an engineer writes to me: ""At times I stammer very badly. In an ordinary conversation it is scarcely perceptible, but it is almost impossible for me to make an explanation or relate an incident or tell an anecdote. I began to stammer when I was about seven years of age--I am twenty-nine now--and continued until I was seventeen, when I broke myself of it by reading aloud. It came back on me about a year ago, at which time I was laboring under a very severe nervous strain on account of business matters. I have since tried to break myself of it in the way that I did at first, reading aloud, but have been unable to do so. Can it be cured by hypnotic treatment or suggestion? Can any hypnotist of ordinary ability do it?"" I should affirm",Psychotherapy
"wrote to me: ""I feel as if I had received indelible photographs on my brain which have since greatly affected my health and from which I may never recover. This winter the symptoms I have been able to control returned and I have been ill. I unfortunately saw the newspaper headlines with my husband's supposed suicide. Though I exclaimed then, 'how outrageous,' I felt as if I had been struck and since then I can seldom read a paper without dread and apprehension, and the hearing of anyone's suicide fills me with terror. When I hurried to Europe, on the ocean a week from the day of my husband's death, I had a curious and overwhelming shock. On opening a drawer and seeing a pair of scissors, they looked to me like a dagger and suddenly the whole cabin seemed filled with implements of death. The doctors said that I would find it hard to get over such impressions but I told them I would, as I had courage and will. But I have been realizing in these two years that I may be suffering from something that may be beyond the control of will. I often become so nervously sensitive that scissors are unbearable for me to see, or a steel knife or anything that might express death. Our family physicians are still against hypnotism, and if I should go to a neurologist of my own selection, it might be to one who believed still only in nerve foods,",Psychotherapy
"every mental process in relation to both the ideas and the actions; it avoids all one-sidedness by which the mind is cut off either from its resources or from its effects. The relations to the impressions are usually the less neglected: and we must the more emphasize the fact that the psychology needed for psychotherapy knows no mental fact which does not start an action and that every change in the system of actions involves a change in the central experience. Wherever this equilibrium of adjusted functions is disturbed, some therapy of the physician has to set in: whether psychotherapy is in order depends upon the special conditions. We have recognized that there are no mental facts outside of those which are in consciousness and that from a psychological point of view consciousness itself does not have different degrees and different levels, that all varieties of experience refer thus only to the special content and its organization. There is thus no subconscious. On the other hand, we saw that there is no conscious experience which is not based on a bodily brain process. By these two fundamental facts of scientific psychology, every possible psychotherapy gets from the start its clear middle way between two extreme views which are popular today. The one school nowadays lives from the contrast between consciousness and subconsciousness and makes all psychotherapy work with and through and in the subconscious. The other school creates a complete antithesis between mind and body and makes psychotherapy a kind",Psychotherapy
"found in spite of the fact that he and his physician had constantly spoken of visual hallucinations that the visual image had no hallucinatory character at all, that is, he never believed that he saw the image of that woman as if it were actually present, he never took the product of his imagination for reality, nor had it the vividness and character of reality. It was hardly more vivid than any landscape which he tried to remember, only that it controlled the interplay of ideas in such a persistent way. I found that he was a strong visualizer and easily suggestible. I told him beforehand that I should hypnotize him only to a slight degree, that he would not lose consciousness, that he would remember everything which I told him. Then I asked him to lie down and had him gaze on a crystal only for half a minute, then close the eyes. I asked him to relax and to think of sleep. With the two blunt points of a compass, I touched his two cheeks at corresponding places, then his forehead. And now I told him that I would begin with the hypnotic influence. I put my hand on his forehead and spoke to him in a monotonous way, saying that he felt a fatigue in his shoulders, and in his arms, creeping over his whole body and assured him that he was now fully hypnotized. To what degree he really was hypnotized cannot be said as no",Psychotherapy
"of the connection, I can never see necessity between the disappearance of the one and the appearance of the other. It remains a mystery which does not justify any expectation that the same sequence will result again. Whatever belongs to the psychical world can never be linked by a real insight into necessity. Causality there remains an empty name without promise of a real explanation. Only when we have recognized this fundamental difficulty in the efforts for psychological explanation, can we understand the way which modern psychology has taken most successfully. The end of this way is simply this: every psychical fact is to be thought of as an accompaniment of a physical process and the necessary connections of these physical processes determine, then, the connections of the mental facts. Indeed this has become the method of modern psychology. It has brought about the intimate relation between psychology and the physiology of the brain, and has given us, as foundation, the theory of psychophysical parallelism; the theory that there is no psychical process without a parallel brain process. But the real center of the theory lies indeed in the fact which we discussed; it lies in the fact that we cannot have any explanation of mental states as such at all, if we do not link them with physical processes. Is it necessary to express again the assurance that such statements of a parallelism between mind and brain in no way interfere with an idealistic view of inner life? Have",Psychotherapy
"The imagination of the hypnotized person is the only hypnotizing agency. Thus no one can be hypnotized without his knowledge or against his will. The story of telepathic mysteries which is often brought before the public is probably always the outcome of a diseased brain. It is indeed a frequent symptom in paranoia and other insanities that the patient who feels abnormal organic sensations and abnormal unaccountable impulses interprets them as influences of a distant enemy. Whole pamphlets have been written with elaboration of such insane misinterpretations and requests to legislatures have been made in that spirit, but the physician recognizes easily throughout the whole argumentation the well-known phenomena of the mental disease. To be sure, while no one can be hypnotized against his will, many a person is liable to accept suggestions from others and thus to carry out the wishes of others almost without knowing and certainly without willing that the other mind interfere with the interplay of the own motives. But if we were to strike out all suggestive influences from social life, we should give up social life itself. Suggestion is given wherever men come in contact; in itself it is neither good nor bad. The good resolution and the bad one can be suggested, the good example and the bad can be effective; both encouragement of the noble and imitation of the evil may work with the same mental technique. Certainly there are some persons who have a stronger influence than others on the imagination",Psychotherapy
"lose consciousness and that he will remember afterward whatever happens as many people believe that loss of memory belongs to the hypnotic state, and that they were not hypnotized if they can remember what happened. Such a skeptical after-attitude can seriously interfere with the success of the treatment. Yet in most cases, it will be safer not to rely on words only but to supplement them by manipulations which all converge towards the effect of increasing the suggestibility and thus of overcoming the resistance to the suggestions introduced. It is well known that for this purpose it is advisable to begin the influence with some slight fatiguing stimulations. The effect is most easily reached when the patient fixates perhaps a shining button held over his eyes or listens to monotonous sounds. A particularly strong effect belongs again to very slight touch stimuli. If the subject with his eyes closed is touched perhaps by two pencils at various and unexpected points of the face and hands, a skillful playing on his tactual senses soon produces a half-dozing state of hypnoid character. In the same group belong those so-called passes which evidently have a reflex influence in the blood-vessel system. It is advisable to combine the various elements in such a way that at first physical stimuli upon eye or skin produce an over-suggestible state and that only as soon as this state is reached the verbal suggestion sets in, perhaps with the words, ""I shall hypnotize you now."" Under such conditions",Psychotherapy
"state of reënforced suggestibility in which the argument convinces, not by its logic but by its impressiveness. This element of suggestion is quite obvious when the argument takes the form of persuasion, a psychotherapeutic method which has found its independent development. Whoever seeks to persuade relies on the mental fringe of his propositions. The idea is not to work by its own meaning but by the manner of its presentation, by its impressiveness, by the authority, by the warmth of the voice, by the sympathy which stands behind it, by the attractiveness with which it is offered, by the advantages which are in sight. Thus persuasion relies on personal powers to secure conviction where the logic of the argument is insufficient to overcome contradictions. But just for that reason persuasion is after all only a special kind of suggestion. Other methods work on the same basis. Prominent among them is the psychotherapeutic effect of a formal assurance. The psychotherapist assures the patient that he will sleep the next night or that the pain will disappear or that he will be able to walk with such firmness that the counter-idea is undermined. It depends on the type of patient whether such suggestions of belief work better when it is assured with an air of condescension, spoken with an authority which simply ignores every possible contradiction, or with an air of sympathy and hope. Experience shows that it is favorable to connect such assurance with the entrance of a definite signal. ""You",Psychotherapy
"towards the comparative aspect of psychology. If he can find time for a year of post-graduate work between college and medical school, he could hardly spend it more profitably than by a year of research in a well-conducted psychological laboratory to become really acquainted with an independent analysis of mental states. On the other hand in the medical school, room must be found for a course in abnormal psychology, which of course presupposes a thorough knowledge of normal psychology and, if possible, follows the courses on nervous diseases and precedes the course on psychiatry. For the average future physician, it would be wiser to omit even the psychiatry studies than those in abnormal psychology. The latter ought to lead him far enough to discriminate early between a mere neurasthenia, for instance, and a beginning of insanity. As soon as the discrimination is perfected and insanity is found, he has to give the case out of his care anyhow and hand it over to the specialist and to the asylum. The knowledge of psychiatric treatment is, therefore, not essential for the average practitioner. But no one can relieve him from the responsibility for those borderland cases, for the hysterias and psychasthenias and neurasthenias, and he can never master them without normal and abnormal psychology. Moreover it must not be forgotten that mental factors may enter into every disease. The psychology of pain, for instance, and of comfort feeling, the psychology of hunger and thirst, of nausea and dizziness, the psychology of",Psychotherapy
"of those with whom they come in contact; their expression awakens confidence, their voice and their words reach deeper layers of the mind, their calmness and firmness overwhelm more easily the antagonistic ideas. But the chief difference lies after all in the different degrees of suggestibility among those who receive such impressions. The easily suggestible person cannot be protected by any interdict; he may catch suggestions everywhere, any advertisement in the newspaper and any display in the shop-window may overrun his own intentions. What he needs is training in firmness. The application of reënforced suggestion or even of hypnotism in the doctor's office is even for him no possible source of danger. On a higher level are objections which come from serious quarters and which are not without sympathy with true science. In recent times this opposition has repeatedly found eloquent expression. It is an objection from the standpoint of morality, belonging therefore entirely to the purposive view of the mind, but we have now reached a point where it is our duty to do justice to this purposive view too. As long as we discussed the problem entirely from the standpoint of the physician, no other view of mental life except the causal one could be in question. As soon as we look at it from the standpoint of the community, it becomes our duty to bring the causal and the purposive view into harmony, and it would be narrow and short-sighted simply to draw the practical consequences of",Psychotherapy
"the medical profession more than anything else. The physician feels instinctively that a real success can be reached in every one of these fields, only if he possesses a reasonable amount of knowledge of psychology. He feels that wherever he touches the patient's body, examines his lungs or his heart or his reflexes, that a large background of anatomical knowledge and of general pathology gives meaning to every single observation. But in the field of mental abnormities, in the whole world of ideas and emotions and volitions, he simply lacks that background. Everything seems to him without reference to real knowledge. He feels as amateurish as if he were to operate on the abdomen without knowing its anatomy. He is instinctively aware that even the simplest mental life represents a bewildering complexity and that to stimulate ideas or feelings or to suppress emotions, to inhibit volitions, must demand always a most subtle disentanglement of the most widely different components. He abstains from approaching that ground at all rather than to blunder by his ignorance of psychology. And after all, he is right. But is he right in allowing that ignorance? Can the medical profession afford to send into the world every year thousands of young doctors who are unable to use some of the most effective tools of modern medicine, and tools which do not belong to the specialist but just to the average practitioner, simply because they have not learned any psychology? Indeed the times seem ripe for a",Psychotherapy
"they begin to speak they become wide awake or fall asleep before they talk. Incomparably more value belongs to the artificial sleep, the mesmeric state of earlier days, the hypnotism of our time. We have discussed its theory and recognized that an abnormally increased suggestibility is indeed its chief feature. We know hypnotism in most various degrees; the lowest can be reached practically by everyone, the highest by rather few. It is almost arbitrary to decide where those waking states with high tension of suggestibility end and the hypnotic states begin, and not less arbitrary to call the higher degrees only hypnotism and to designate the lower degrees as hypnoid states. If we do it, we certainly should acknowledge from the start that the hypnoid states are for therapeutic purposes not a bit less important than the full hypnotic states. Certainly the hypnoid states do not allow complex hallucinations and absurd post-hypnotic actions, but they offer excellent starting points for the removal of light obsessions and phobias and for the reënforcement of desirable impulses, volitions, and emotions. Many persons cannot under any circumstances be brought beyond such a hypnoid degree. The physician who has not theoretical experiments but practical success in view ought therefore never to trouble himself with the inquiry exactly which degree has been reached. This advice is given because nothing interferes with the progress of hypnotic influence so badly as the constant testing. It must naturally often lead to a point where the subject finds that he",Psychotherapy
"in itself important, complicated, and difficult. Of course, it may be easy to separate the complex content into some big groups of facts, to point out that this is a memory idea and this an imaginative idea and the other an abstract idea, and this a perception and that a feeling, this an emotion and that a volition. But such clumsy first discrimination does not go further, perhaps, than does the naturalist's, who tells us that this is a mountain and that a tree, this a pond and that a bird. The real description would demand, of course, an exact measurement of the height of the mountain and the geological analysis of its structure, or an exact classification of the tree and the bird, with a complete description of their organs, and in each organ the various tissues have to be described, and in each tissue the various cells, and the microscopist goes further and describes the structure of the cell. Certainly in the same way the psychologist has to go on to resolve every one of those complex structures; he has to examine the mental tissues and the mental cells of which a volition or a memory idea or a perception are composed. And while he cannot use a microscope for these mental elements, yet his studies may cause elements to appear which the naïve observation remains entirely unaware of. Perhaps he finds in his consciousness the perception of the table before him which lingers for a little while",Psychotherapy
